manufacture_year,make,model,trim,body_type,transmission,vin,state,condition_score,odometer,exterior_color,interior_color,seller,mmr,selling_price,original_saledate,sale_date,sale_year,sale_month,sale_quarter,sale_day_name,sale_day_of_week,profit,profit_margin_pct,margin_tier,price_category,mileage_category,condition_category,vehicle_age,age_category,units_sold,total_revenue,total_profit,avg_price,avg_margin
2005,NISSAN,TITAN,XE,KING CAB,AUTOMATIC,1n6aa06a25n558148,CA,19,134410,GREEN,GRAY,sierra auto investment co,5325,5000,Tue Jan 06 2015 12:00:00,2015-01-06,2015,1,1,Tuesday,3,-325,-6.1,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),707,9499265,-13685,13436.01838755304,1.6583621077576882
2004,BMW,5 SERIES,530i,SEDAN,AUTOMATIC,wbana735x4b800976,CA,32,168117,SILVER,BLACK,gossler motors,4125,5500,Tue Dec 23 2014 12:30:00,2014-12-23,2014,12,4,Tuesday,3,1375,33.33,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),367,6538675,-153025,17816.553133514986,-1.032045758122853
2005,PORSCHE,BOXSTER,S,CONVERTIBLE,AUTOMATIC,wp0cb29815s730345,CA,0,80107,GRAY,—,mercedes benz of san francisco,13800,15750,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1950,14.13,Medium Margin (5-15%),Economy ($10k-$20k),Above Average (75k-100k),Unknown,9,Used (6-10 yrs),26,477150,550,18351.923076923078,3.313134145011186
2004,CHEVROLET,AVEO,Base,HATCHBACK,AUTOMATIC,kl1td62684b143883,CA,0,118253,GREEN,—,james family auto sales,1050,1400,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,350,33.33,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),83,286000,-12525,3445.7831325301204,-5.050103341510762
2004,CHEVROLET,SILVERADO 1500,Base,EXTENDED CAB,AUTOMATIC,2gcec19v341235245,CA,19,154277,SILVER,BLACK,first credit finance,4550,3400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-1150,-25.27,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),686,9471950,-153325,13807.507288629738,-1.7512829122506324
2004,BMW,3 SERIES,325i,SEDAN,AUTOMATIC,wbaaz33474kp82122,CA,0,156149,BLUE,—,stevens creek bmw,3025,2600,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-425,-14.05,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),885,13308560,-43715,15037.920903954802,-0.59263876447263
2005,SATURN,VUE,Base,SUV,AUTOMATIC,5gzcz63495s866360,CA,0,108430,BLACK,—,honda of stevens creek,3200,3100,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-100,-3.13,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,9,Used (6-10 yrs),132,454400,-31475,3442.4242424242425,-2.8500156701170782
2005,SUZUKI,VERONA,S,SEDAN,AUTOMATIC,kl5vj56l65b165246,CA,0,112141,GOLD,—,santa monica motor cars,1400,1000,Wed Dec 17 2014 11:30:00,2014-12-17,2014,12,4,Wednesday,4,-400,-28.57,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,9,Used (6-10 yrs),9,13050,2500,1450.0,31.86428599406446
2005,SATURN,ION,2,SEDAN,AUTOMATIC,1g8aj52f75z182678,CA,19,92040,BLACK,GRAY,premium auto wholesale,2750,1300,Tue Dec 30 2014 15:00:00,2014-12-30,2014,12,4,Tuesday,3,-1450,-52.73,Negative Margin (Loss),Budget (<$10k),Above Average (75k-100k),Excellent (4.5+),9,Used (6-10 yrs),82,165425,-13575,2017.378048780488,-4.97776386532345
2004,BMW,3 SERIES,325i,SEDAN,AUTOMATIC,wbaaz33484kp85840,CA,2,183370,WHITE,BEIGE,newport acceptance corp,2100,1400,Wed Jan 07 2015 03:00:00,2015-01-07,2015,1,1,Wednesday,4,-700,-33.33,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Fair (2.0-2.9),11,Old (10+ yrs),7319,124597670,-801505,17023.865282142368,0.01942158579106897
2005,MITSUBISHI,LANCER,ES,SEDAN,AUTOMATIC,ja3aj26e75u015027,CA,25,112738,BLUE,GRAY,clear view systems,2250,2000,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-250,-11.11,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),97,722650,-2700,7450.0,13.491520705588668
2005,NISSAN,ALTIMA,2.5 S,SEDAN,AUTOMATIC,1n4al11d85c118022,CA,0,58229,BLUE,—,huntington beach auto buyers,4300,3500,Fri Dec 19 2014 15:00:00,2014-12-19,2014,12,4,Friday,6,-800,-18.6,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Unknown,9,Used (6-10 yrs),1590,16579304,-458271,10427.235220125785,-2.1463804455238074
2005,SUBARU,IMPREZA,WRX,SEDAN,MANUAL,jf1gd29655g517062,CA,0,131965,BLUE,BLACK,kearny mesa hyundai subaru,6575,8400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1825,27.76,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Unknown,9,Used (6-10 yrs),90,1142400,-10625,12693.333333333334,0.9600556259337927
2005,MERCEDES-BENZ,E-CLASS,E320,SEDAN,AUTOMATIC,wdbuf65j35a698592,CA,36,158768,SILVER,BLACK,first financial credit union,3925,4700,Wed Dec 17 2014 12:05:00,2014-12-17,2014,12,4,Wednesday,4,775,19.75,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),422,8662325,-330575,20526.836492890994,-1.7271716391346268
2004,AUDI,A4,1.8T,SEDAN,AUTOMATIC,waujc68e84a083754,CA,21,115302,GRAY,BLACK,myrddin fleet services,3175,2500,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-675,-21.26,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),238,2220750,-44250,9330.882352941177,-3.171323699464785
2005,NISSAN,ALTIMA,2.5 S,SEDAN,AUTOMATIC,1n4al11d95n431892,CA,19,149690,GRAY,GRAY,veros credit,2700,2200,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-500,-18.52,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),1590,16579304,-458271,10427.235220125785,-2.1463804455238074
2005,PORSCHE,CAYENNE,S,SUV,AUTOMATIC,wp1ab29p65la62890,CA,26,69138,GRAY,GRAY,redline remarketing,12150,12000,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-150,-1.23,Negative Margin (Loss),Economy ($10k-$20k),Average (50k-75k),Excellent (4.5+),9,Used (6-10 yrs),67,1666250,-12000,24869.402985074626,-0.43249203780377776
2005,SUZUKI,FORENZA,S,SEDAN,AUTOMATIC,kl5jd56zx5k225541,CA,0,123769,BLACK,—,melody toyota,1125,900,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-225,-20.0,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,9,Used (6-10 yrs),30,47600,375,1586.6666666666667,4.4525894447536425
2004,CHEVROLET,SILVERADO 2500HD,LT,CREW CAB,AUTOMATIC,1gchk23144f117130,CA,2,119798,BLACK,GRAY,jimmie johnson kearny mesa chevrolet,17100,8750,Tue Dec 30 2014 12:30:00,2014-12-30,2014,12,4,Tuesday,3,-8350,-48.83,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Fair (2.0-2.9),10,Used (6-10 yrs),179,3335300,-29875,18632.96089385475,4.429890126662653
2005,MERCEDES-BENZ,CLK-CLASS,CLK320,COUPE,AUTOMATIC,wdbtj65j05f163104,CA,29,114180,BLACK,BLACK,high bid trading co inc,5950,4500,Wed Dec 17 2014 12:15:00,2014-12-17,2014,12,4,Wednesday,4,-1450,-24.37,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),72,498500,-40850,6923.611111111111,-3.4191107936040472
2005,MERCEDES-BENZ,C-CLASS,C230 Kompressor,SEDAN,AUTOMATIC,wdbrf40jx5f662872,CA,23,80568,BLACK,BLACK,nvp remarketing,5700,6250,Tue Dec 23 2014 12:00:00,2014-12-23,2014,12,4,Tuesday,3,550,9.65,Medium Margin (5-15%),Budget (<$10k),Above Average (75k-100k),Excellent (4.5+),9,Used (6-10 yrs),510,8516402,-254323,16698.827450980392,-2.4506436759999355
2005,NISSAN,350Z,Touring,CONVERTIBLE,MANUAL,jn1az36a85m750938,CA,19,119541,WHITE,GRAY,800 loan mart,6925,4300,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-2625,-37.91,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),20,152600,-16825,7630.0,-9.459620219979973
2005,NISSAN,FRONTIER,SE,CREW CAB,UNKNOWN,1n6ad07u05c420197,CA,27,168634,GREEN,BEIGE,hertz remarketing,6200,6400,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,200,3.23,Low Margin (0-5%),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),147,1456050,-22600,9905.102040816326,0.820677986726066
2005,SUBARU,IMPREZA,2.5 RS,SEDAN,MANUAL,jf1gd675x5g522730,CA,0,65907,BLACK,—,onemain rem/manheim san francisco bay,5425,5500,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,75,1.38,Low Margin (0-5%),Budget (<$10k),Average (50k-75k),Unknown,9,Used (6-10 yrs),90,1142400,-10625,12693.333333333334,0.9600556259337927
2005,VOLKSWAGEN,NEW BEETLE,GLS 1.8T,CONVERTIBLE,AUTOMATIC,3vwcd31y15m317553,CA,28,60592,YELLOW,BLACK,palm springs ford-lincoln-mercury,4550,4100,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-450,-9.89,Negative Margin (Loss),Budget (<$10k),Average (50k-75k),Excellent (4.5+),9,Used (6-10 yrs),122,342800,-27825,2809.8360655737706,-7.242963872291855
2005,TOYOTA,PRIUS,Base,HATCHBACK,AUTOMATIC,jtdkb20u357033204,CA,22,254338,RED,BEIGE,larry h miller toyota corona,1750,3200,Thu Jan 08 2015 12:00:00,2015-01-08,2015,1,1,Thursday,5,1450,82.86,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),1669,17043181,-145019,10211.612342720191,-0.10315137528042584
2005,VOLVO,S80,T6,SEDAN,AUTOMATIC,yv1ts911451407592,CA,23,110067,BLACK,BLACK,nextgear capital,3500,2800,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-700,-20.0,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),34,158450,-775,4660.294117647059,0.7097700428306338
2005,VOLVO,S40,2.4i,SEDAN,AUTOMATIC,yv1ms382052111849,CA,27,100125,BLACK,GRAY,us bank,3650,3500,Thu Dec 18 2014 12:30:00,2014-12-18,2014,12,4,Thursday,5,-150,-4.11,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),54,161200,-13650,2985.185185185185,-7.512797160725191
2005,TOYOTA,4RUNNER,SR5,SUV,AUTOMATIC,jtezu14r558034126,CA,41,146086,GRAY,GRAY,ross nissan of el monte,7225,6700,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-525,-7.27,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),170,2162850,-17375,12722.64705882353,-1.368894905828565
2004,AUDI,A4,1.8T,CONVERTIBLE,AUTOMATIC,wauac48h44k015752,CA,25,164121,GRAY,TAN,chaser inc,1500,2600,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1100,73.33,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),238,2220750,-44250,9330.882352941177,-3.171323699464785
2005,VOLVO,S40,2.4i,SEDAN,AUTOMATIC,yv1ms390052109709,CA,37,131652,SILVER,BLACK,palm springs nissan,3025,2900,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-125,-4.13,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),54,161200,-13650,2985.185185185185,-7.512797160725191
2004,AUDI,A8,L quattro,SEDAN,AUTOMATIC,wauml44e74n012349,CA,0,123298,GRAY,—,mercedes benz of walnut creek,4925,6400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1475,29.95,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),21,376000,-13975,17904.761904761905,1.531681869514674
2005,NISSAN,350Z,Enthusiast,CONVERTIBLE,MANUAL,jn1az36d55m700363,CA,31,91590,BLACK,BLACK,california republic bank,7300,6400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-900,-12.33,Negative Margin (Loss),Budget (<$10k),Above Average (75k-100k),Excellent (4.5+),9,Used (6-10 yrs),20,152600,-16825,7630.0,-9.459620219979973
2005,LEXUS,GX,470,UNKNOWN,AUTOMATIC,jtjbt20x450085499,CA,29,167124,WHITE,BEIGE,nationwide remarketing,11200,9100,Tue Jan 06 2015 12:30:00,2015-01-06,2015,1,1,Tuesday,3,-2100,-18.75,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),52,619800,-4425,11919.23076923077,0.021981374690160142
2005,VOLKSWAGEN,JETTA,2.5 PZEV,SEDAN,AUTOMATIC,3vwsg71k95m625849,CA,25,137764,GRAY,BLACK,bmw alphera/alphera financial services,2875,2500,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-375,-13.04,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),9,Used (6-10 yrs),461,2812750,-111500,6101.409978308026,0.6761411893410306
2004,CADILLAC,DEVILLE,Base,SEDAN,AUTOMATIC,1g6kd54y54u182967,CA,39,73395,GOLD,BEIGE,motor city buick gmc,2450,3000,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,550,22.45,High Margin (15%+),Budget (<$10k),Average (50k-75k),Excellent (4.5+),10,Used (6-10 yrs),121,199620,-17930,1649.7520661157025,-0.8758187089708611
2004,NISSAN,350Z,Touring,CONVERTIBLE,MANUAL,jn1az36a94t012666,CA,19,109865,WHITE,GRAY,wells fargo dealer services,5675,4700,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-975,-17.18,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),20,152600,-16825,7630.0,-9.459620219979973
2004,FORD,EXPEDITION,XLT,SUV,AUTOMATIC,1fmpu15l74la75001,CA,23,140020,GREEN,BEIGE,consumer portfolio services,3975,2600,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-1375,-34.59,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),308,2968600,-80075,9638.311688311689,-2.510706391038133
2004,TOYOTA,CAMRY,LE V6,SEDAN,AUTOMATIC,jtdbf30k140152417,CA,42,107479,WHITE,GRAY,fiesta ford lincoln mercury,4325,6500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,2175,50.29,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),1330,14244650,-294750,10710.263157894737,-1.3225844987158455
2004,HYUNDAI,SONATA,Base,SEDAN,AUTOMATIC,kmhwf25s14a918060,CA,3,130817,WHITE,TAN,purple heart services inc,1675,300,Wed Dec 17 2014 11:00:00,2014-12-17,2014,12,4,Wednesday,4,-1375,-82.09,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Good (3.0-3.9),10,Used (6-10 yrs),663,6731026,-242149,10152.377073906486,-3.8961010904564066
2004,FORD,F-150,XLT,SUPERCREW,UNKNOWN,1ftpw12574kb12879,CA,2,131234,GRAY,GRAY,remarketing by ge/golden 1 credit union,6850,3200,Wed Dec 17 2014 11:00:00,2014-12-17,2014,12,4,Wednesday,4,-3650,-53.28,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Fair (2.0-2.9),10,Used (6-10 yrs),1164,17074725,-531975,14669.007731958764,-3.8903245302250182
2004,MERCEDES-BENZ,C-CLASS,C230,HATCHBACK,AUTOMATIC,wdbrn40j44a575581,CA,38,174966,SILVER,BLACK,lexus of stevens creek,1450,2600,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1150,79.31,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),510,8516402,-254323,16698.827450980392,-2.4506436759999355
2004,HONDA,CIVIC,EX,COUPE,MANUAL,1hgem21904l016448,CA,0,138235,BLUE,—,melody toyota,3475,2100,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-1375,-39.57,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),958,7617400,-80375,7951.356993736952,-1.5132997052710484
2004,HONDA,ACCORD,LX,SEDAN,AUTOMATIC,1hgcm56314a088705,CA,0,127196,BLACK,—,rvr,4475,4400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-75,-1.68,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),1230,10744850,-44675,8735.650406504064,1.0764378965900887
2004,LEXUS,RX 330,Base,SUV,AUTOMATIC,jtjha31u240032986,CA,28,161626,BLUE,BEIGE,mckenna audi/mckenna bmw,8525,8800,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,275,3.23,Low Margin (0-5%),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),44,420050,21375,9546.59090909091,5.808107356860813
2004,HONDA,CIVIC,LX,SEDAN,MANUAL,2hges15594h638065,CA,35,166941,WHITE,BEIGE,walters auto sales/service inc,2950,3500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,550,18.64,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),958,7617400,-80375,7951.356993736952,-1.5132997052710484
2004,HUMMER,H2,Base,SUV,AUTOMATIC,5grgn23u34h119788,CA,25,110235,WHITE,BEIGE,aaero sweet company,13550,16000,Thu Dec 18 2014 11:30:00,2014-12-18,2014,12,4,Thursday,5,2450,18.08,High Margin (15%+),Economy ($10k-$20k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),23,386200,5075,16791.304347826088,1.4502110093992173
2004,HYUNDAI,SANTA FE,GLS,SUV,AUTOMATIC,km8sc13d84u826559,CA,27,107230,SILVER,GRAY,sc automotive world,3300,2500,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,-800,-24.24,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),190,1565950,-37350,8241.842105263158,-3.8153471727377575
2004,CHEVROLET,MONTE CARLO,SS,COUPE,UNKNOWN,2g1wx15k849368663,CA,25,120265,BLACK,BLACK,quality acceptance,3300,1500,Fri Dec 26 2014 15:00:00,2014-12-26,2014,12,4,Friday,6,-1800,-54.55,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),63,150875,-26075,2394.84126984127,-14.286949165278614
2004,MAZDA,MAZDA6,s,HATCHBACK,AUTOMATIC,1yvhp84d545n50209,CA,2,165777,GRAY,BLACK,detroit west auto wholesale,1575,900,Wed Dec 31 2014 15:10:00,2014-12-31,2014,12,4,Wednesday,4,-675,-42.86,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Fair (2.0-2.9),10,Used (6-10 yrs),182,1809650,-49850,9943.131868131868,-1.1259514076829762
2004,INFINITI,G35,Base,SEDAN,AUTOMATIC,jnkcv51e34m105876,CA,2,130261,WHITE,BEIGE,first credit finance,4500,4300,Wed Dec 31 2014 12:30:00,2014-12-31,2014,12,4,Wednesday,4,-200,-4.44,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Fair (2.0-2.9),10,Used (6-10 yrs),145,951950,-2350,6565.172413793103,0.2536675136336024
2004,CHEVROLET,SUBURBAN,1500 LS,SUV,UNKNOWN,1gnec16t34j314043,CA,14,109983,WHITE,GRAY,santander consumer,4950,800,Tue Dec 16 2014 13:00:00,2014-12-16,2014,12,4,Tuesday,3,-4150,-83.84,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),269,3808325,-43800,14157.342007434945,-1.1257626953348217
2004,CHRYSLER,300M,Base,SEDAN,AUTOMATIC,2c3he66g44h698257,CA,0,114345,BLACK,—,brad benson motorsports,2150,2200,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,50,2.33,Low Margin (0-5%),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),27,31175,575,1154.6296296296296,11.526530918689367
2004,INFINITI,G35,Base,COUPE,AUTOMATIC,jnkcv54e54m801098,CA,31,117689,WHITE,BLACK,high bid trading co inc,6100,8800,Wed Dec 17 2014 12:15:00,2014-12-17,2014,12,4,Wednesday,4,2700,44.26,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),145,951950,-2350,6565.172413793103,0.2536675136336024
2004,JEEP,GRAND CHEROKEE,Laredo,SUV,AUTOMATIC,1j4gw48s14c350391,CA,0,163188,SILVER,—,honda of stevens creek,2400,3100,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,700,29.17,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),462,5650526,-20749,12230.575757575758,1.5718616691670895
2004,GMC,YUKON,SLE,SUV,AUTOMATIC,1gkec13v84r192350,CA,41,64836,GREEN,GRAY,aaero sweet company,7100,8500,Wed Dec 17 2014 12:15:00,2014-12-17,2014,12,4,Wednesday,4,1400,19.72,High Margin (15%+),Budget (<$10k),Average (50k-75k),Excellent (4.5+),10,Used (6-10 yrs),182,2562200,-97050,14078.021978021978,4.430727726438368
2004,LEXUS,SC 430,Base,CONVERTIBLE,AUTOMATIC,jthfn48y540052810,CA,28,96362,SILVER,BEIGE,rvr,12150,13400,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1250,10.29,Medium Margin (5-15%),Economy ($10k-$20k),Above Average (75k-100k),Excellent (4.5+),10,Used (6-10 yrs),9,82550,3375,9172.222222222223,12.971595122272198
2004,NISSAN,ARMADA,LE,SUV,AUTOMATIC,5n1aa08a44n728312,CA,36,137094,BLACK,GRAY,hornburg jaguar santa monica,6350,7600,Tue Dec 16 2014 12:30:00,2014-12-16,2014,12,4,Tuesday,3,1250,19.69,High Margin (15%+),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),97,1232750,-4775,12708.762886597939,-1.1049276184161896
2004,MAZDA,MAZDA3,i,SEDAN,AUTOMATIC,jm1bk12f241154025,CA,0,224666,SILVER,—,apexcars net,1275,1000,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-275,-21.57,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),234,1996501,-34099,8532.055555555555,-1.0176812522053784
2004,LANDROVER,DISCOVERY,se7,UNKNOWN,AUTOMATIC,saltw19444a861956,CA,27,94300,WHITE,BEIGE,remarketing by ge/manheim california,3850,5700,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,1850,48.05,High Margin (15%+),Budget (<$10k),Above Average (75k-100k),Excellent (4.5+),10,Used (6-10 yrs),2,7900,425,3950.0,4.370801612180923
2004,FORD,FREESTAR,SES,MINIVAN,AUTOMATIC,2fmza57664ba24556,CA,0,110865,SILVER,—,northwest import sales,2200,1700,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-500,-22.73,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),27,55724,5474,2063.8518518518517,19.496679659643128
2004,FORD,EXCURSION,Limited,SUV,AUTOMATIC,1fmnu42p44ea00633,CA,0,152504,BEIGE,—,south county lexus at mission viejo,8850,9000,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,150,1.69,Low Margin (0-5%),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),23,148650,-13075,6463.04347826087,-9.277677813804484
2004,MERCEDES-BENZ,C-CLASS,C230,SEDAN,MANUAL,wdbrf40j44f451147,CA,19,125240,SILVER,BLACK,anaheim pre owned cars,3750,2800,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-950,-25.33,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),510,8516402,-254323,16698.827450980392,-2.4506436759999355
2004,HONDA,ODYSSEY,LX,MINIVAN,AUTOMATIC,5fnrl18564b060392,CA,19,167934,GOLD,TAN,coast acceptance corp,1925,1700,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,-225,-11.69,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),396,4372525,1850,11041.729797979799,-0.26931037618773424
2004,SATURN,VUE,Base,SUV,MANUAL,5gzcz23d34s830865,CA,29,138624,RED,GRAY,billion dodge chrysler jeep,1425,1400,Wed Dec 31 2014 12:30:00,2014-12-31,2014,12,4,Wednesday,4,-25,-1.75,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Excellent (4.5+),10,Used (6-10 yrs),132,454400,-31475,3442.4242424242425,-2.8500156701170782
2004,null,null,Standard,UNKNOWN,MANUAL,jm1fe173940111590,CA,0,101072,BLACK,GRAY,mazda of escondido,3475,1100,Wed Dec 17 2014 13:30:00,2014-12-17,2014,12,4,Wednesday,4,-2375,-68.35,Negative Margin (Loss),Budget (<$10k),High Mileage (100k+),Unknown,10,Used (6-10 yrs),null,null,null,null,null
2004,GMC,ENVOY XUV,SLE,SUV,AUTOMATIC,1gkes12s446172012,CA,29,71019,SILVER,GRAY,santander consumer,4700,5000,Thu Dec 18 2014 12:00:00,2014-12-18,2014,12,4,Thursday,5,300,6.38,Medium Margin (5-15%),Budget (<$10k),Average (50k-75k),Excellent (4.5+),10,Used (6-10 yrs),7,24200,1850,3457.1428571428573,11.811165260533485
2004,SATURN,VUE,Base,SUV,AUTOMATIC,5gzcz63444s895330,CA,0,94735,SILVER,GRAY,kearny pearson kia,3425,3000,Wed Dec 17 2014 12:30:00,2014-12-17,2014,12,4,Wednesday,4,-425,-12.41,Negative Margin (Loss),Budget (<$10k),Above Average (75k-100k),Unknown,10,Used (6-10 yrs),132,454400,-31475,3442.4242424242425,-2.8500156701170782
